Contrato;ProcessoContrato;AssinaturaContrato;ObjetoContrato;FavorecidoContrato;CPF/CNPJContrato;SituaçãoContrato;ValorContrato
000177/2018;000300/2018;08/06/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PAVIMENTACAO E DRENAGEM DAS RUAS PROJETADAS C E E DAS CASAS POPULARES, MUNICIPIO DE JERONIMO MONTEIRO-ES, CONFORME CONVENIO Nº 007/2017 FIRMADO COM A SECRETARIA DE ESTADO DE SANEAMENTO, HABITACAO E DESENVOLVIMENTO;Trindade Pavimentacao e Terraplenagem Ltda - EPP;27.666.231/0001-95;TERMINO DE PRAZO;150518,66
000176/2018;001742/2018;07/06/2018;Contratacao de empresa especializada para a prestacao de servico de renovacao dos certificados de vistoria do DERTES com emissao de laudo, tendo em vista a obrigatoriedade dos  veiculos do transporte escolar possuirem o referido certificado, e serem visto;Vitran Engenharia Ltda ME;05.465.979/0001-97;TERMINO DE PRAZO;3897,08
000175/2018;001497/2018;06/06/2018;CONTRATACAO DE LEILOEIRO PARA PRESTACAO DE SERVICOS DE AVALIACAO, ALIENACAO E REALIZACAO DE LEILAO DE BENS MOVEIS DE PROPRIEDADE DA PREFEITURA MUNICIPAL DE JERONIMO MONTEIRO/ES.;Gabriel Fardin Pereira;***.573.187-**;TERMINO DE PRAZO;5
000174/2018;002894/2018;06/06/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICO DE TRANSPORTE DE PESSOAS, PARA OS DIVERSOS ATENDIMENTOS DAS SECRETARIAS, PELO PERIODO DE 12 MESES.;Locadora de Veiculos Mello's Ltda;09.196.264/0001-37;TERMINO DE PRAZO;64500
000173/2018;002742/2018;04/06/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICO DE SEGURO NOS VEICULOS DA FROTA MUNICIPAL, CONSIDERANDO AQUISICOES DE VEICULOS NO FINAL DO EXERCICIO DE 2017.;Gente Seguradora S/A;90.180.605/0001-02;Vigente;6840
000172/2018;002730/2018;30/05/2018;Contratacao de empresa especializada na locacao de paineis publicitarios (telao) a serem instalados no parque de exposicoes em virtude da realizacao da XXV Expoagro de Jeronimo Monteiro a ser realizada entre os dias 31-05 a 03-06 no parque de exposicoes L;THATIANY FIRMINO DE SOUZA 15766078790;28.567.143/0001-07;TERMINO DE PRAZO;7500
000171/2018;002729/2018;30/05/2018;Contratacao de empresa especializada na prestacao de servicos de producao e editoracao de video institucional apresentando o potencial turistico sdo Municipio de Jeronimo Monteiro, para divulgacao durante as festividades da XXV Expoagro de Jeronimo Montei;THATIANY FIRMINO DE SOUZA 15766078790;28.567.143/0001-07;TERMINO DE PRAZO;1500
000170/2018;000302/2018;29/05/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA DRENAGEM E PAVIMENTACAO DAS VIAS URBANAS, LOCALIZADAS NO CONJUNTO HABITACIONAL JOSE MARQUES, MUNICIPIO DE JERONIMO MONTEIRO, CONFORME CONTRATO DE REPASSE Nº 849417/2017/MCIDADES/CAIXA, CELEBRADO A UNIAO, POR INTER;Construtora Sao Miguel LTDA - ME;13.134.819/0001-93;Vigente;223798,43
000169/2018;001208/2018;29/05/2018;CONTRATACAO DE EMPRESA PARA RECONSTRUCAO DE MURO NO TERRENO ONDE ESTA SITUADA A ESTRATEGIA DE SAUDE DA FAMILIA MODULO IV, NESTE MUNICIPIO.;Treze Material de Const. e Incorporacao Ltda;01.070.171/0001-50;TERMINO DE PRAZO;14652,51
000168/2018;002825/2018;29/05/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICOS DE SEGURANCA DURANTE OS EVENTOS A SEREM REALIZADOS PELO MUNICIPIO DE JERONIMO MONTEIRO, conforme especificacoes contidas no Edital de Pregao Presencial nº 000022/2018;SVA Seguranca e Vigilancia Armada LTDA;08.944.765/0001-91;TERMINO DE PRAZO;15750
000167/2018;002535/2018;28/05/2018;Show musical com a dupla Leandro e Celso Lee a ser realizado no dia 02-06 (sabado) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Celso N. Felipe e Cia Ltda;04.402.670/0001-95;TERMINO DE PRAZO;5000
000166/2018;002452/2018;28/05/2018;Show musical e artistico com a banda Fator RG7 a ser realizado no dia 02-06 (sabado) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Carvalho e Ferreira Comuni. e Prod. de Event Ltda;13.297.731/0001-92;TERMINO DE PRAZO;14000
000165/2018;002451/2018;28/05/2018;Show musical e artistico com a dupla Donato e Eduardo a ser realizado no dia 03-06 (domingo) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;DONATO E EDUARDO PRODUCOES ARTISTICAS LTDA ME;15.589.259/0001-97;TERMINO DE PRAZO;15000
000164/2018;001924/2018;28/05/2018;Show musical e artistico com a dupla Edson e Hudson a ser realizado no dia 31-05 (quinta-feira) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Live Talentos Agen., Producoes e Publicidade Ltda;19.019.335/0001-80;TERMINO DE PRAZO;102000
000163/2018;001925/2018;28/05/2018;Show musical e artistico com a dupla Maria Cecilia e Rodolfo a ser realizado no dia 01-06 (sexta-feira) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Serenza Alves Shows EIRELI;24.927.416/0001-18;TERMINO DE PRAZO;80000
000162/2018;002473/2018;28/05/2018;Show musical e artistico com a dupla Marcos e Willian a ser realizado no dia 31-05 (quinta-feira) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Willian Gomes da Silva 12311998730;17.535.729/0001-65;TERMINO DE PRAZO;2300
000161/2018;002519/2018;28/05/2018;Show musical e artistico com a banda Comodors a ser realizado no dia 01-06 (sexta-feira) em virtude das festividades da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de Exposicoes Lourival Lougon Moulin.;Potencia Comercio e Empreendimentos Artisticos;03.779.834/0001-35;TERMINO DE PRAZO;3500
000160/2018;002766/2018;25/05/2018;AQUISICAO ESTIMADA DE COMBUSTIVEIS DIVERSOS E ADITIVO ARLA 32 PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELA SECRETARIA MUNICIPAL POR UM PERIODO DE 12 MESES, conforme especificacoes contidas no Edital de Pregao Presencial nº 000001/2018;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;124950
000159/2018;002777/2018;25/05/2018;AQUISICAO ESTIMADA DE COMBUSTIVEIS DIVERSOS E ADITIVO ARLA 32 PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELA SECRETARIA MUNICIPAL, conforme especificacoes contidas no Edital de Pregao Presencial nº 000001/2018;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;100001,72
000158/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Maria Aparecida Vargas Fontoura Louvem 07626913795;29.333.915/0001-09;TERMINO DE PRAZO;2100
000157/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Elizangela Rodrigues de Souza;***.014.577-**;TERMINO DE PRAZO;240
000156/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Pricila Azevedo da Silva;***.284.077-**;TERMINO DE PRAZO;240
000155/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Ilaria Raquel Soares da Silva;***.526.087-**;TERMINO DE PRAZO;800
000154/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Joenis de Oliveira Gomes 12743251700;30.512.949/0001-31;TERMINO DE PRAZO;240
000153/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Cassio Paiva Quinto Bittler;***.951.597-**;TERMINO DE PRAZO;120
000152/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Renan de Oliveira Andrade;***.223.137-**;TERMINO DE PRAZO;120
000151/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Marcia Salino de Lima 13262958700;30.505.673/0001-64;TERMINO DE PRAZO;240
000150/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Bruna de Assis Mendonca Goncalves 13332704702;20.552.864/0001-23;TERMINO DE PRAZO;240
000149/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Larissa Lima Angelo Ponticelli;***.591.587-**;TERMINO DE PRAZO;240
000148/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Juliana da Silva;***.634.327-**;TERMINO DE PRAZO;120
000147/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Andressa Bernardo Alves;***.002.967-**;TERMINO DE PRAZO;120
000146/2018;002540/2018;25/05/2018;Contratacao de profissionais de beleza/cuidado com a pele e corpo, especializado em diversas areas, para participacao em acao comunitaria destinada as familias de baixa renda, deste municipio, promovendo o empoderamento destas, atraves da autoestima e da;Rayana Caldeira Peres13658575735;18.946.735/0001-78;TERMINO DE PRAZO;840
000145/2018;001296/2018;25/05/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA RECEBIMENTO E TRATAMENTO DE RESIDUOS SOLIDOS URBANOS E COMERCIAIS DA CIDADE  DE JERONIMO MONTEIRO   ES, PARA O EXERCICIO DE 2018.;Central de Tratamento de Res C. de Itapemirim Ltda;07.562.881/0001-83;Vigente;167400
000144/2018;002610/2018;23/05/2018;Contratacao de empresa para prestacao de servicos de manutencao e instalacao de rede eletrica em virtude da realizacao da XXV Expoagro de Jeronimo Monteiro, a ser realizada no Parque de Exposicoes Lourival Lougon Moulin entre os dias 31-05 a 03-06. Vale r;J.S.B. Materiais Eletricos Ltda. M.E;04.516.879/0001-80;TERMINO DE PRAZO;3100
000143/2018;001982/2018;23/05/2018;Contratacao de empresa especializada na prestacao de servicos de Buffet para atendimento as solicitacoes de camarins da dupla Maria Cecilia e Rodolfo e Edson e Hudson e bandas regionais a se apresentarem na XXV Expoagro de Jeronimo Monteiro, que ira acont;Meirelles Producoes Artisticas Eirelli - EPP;07.742.848/0001-35;TERMINO DE PRAZO;6204,03
000142/2018;002681/2018;21/05/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICO DE SEGURO NOS VEICULOS DA FROTA MUNICIPAL, CONSIDERANDO AQUISICOES DE VEICULOS NO FINAL DO EXERCICIO DE 2017.;Gente Seguradora S/A;90.180.605/0001-02;Vigente;1710
000141/2018;002656/2018;21/05/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICO DE SEGURO NOS VEICULOS DA FROTA MUNICIPAL, CONSIDERANDO AQUISICOES DE VEICULOS NO FINAL DO EXERCICIO DE 2017.;Gente Seguradora S/A;90.180.605/0001-02;Vigente;1710
000140/2018;002630/2018;21/05/2018;CONTRATACAO DE PROFISSIONAIS DE BELEZA/CUIDADO COM A PELE E CORPO, ESPECIALIZADO EM DIVERSAS AREAS, PARA PRESTACAO DE SERVICOS EM ACAO COMUNITARIA EM EVENTOS PROMOVIDOS PELA SECRETARIA MUNICIPAL DE ASSISTENCIA  SOCIAL, NO EXERCICIO DE 2018.;Cleidiane Fagundes do Nascimento 09228561769;29.432.187/0001-84;TERMINO DE PRAZO;240
000139/2018;002698/2018;21/05/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO EVENTUAL DE SERVICOS DE TRANSPORTE DE PESSOAS (ESTUDANTES/PACIENTES/MUNICIPES) ASSISTIDOS POR PROGRAMAS E PROJETOS ASSISTENCIAIS, RESIDENTES NESTE MUNICIPIO.;Locadora de Veiculos Mello's Ltda;09.196.264/0001-37;TERMINO DE PRAZO;1072,8
000138/2018;002304/2018;18/05/2018;Contratacao de empresa especializada na locacao de tendas, a serem utilizadas nos eventos promovidos pelo Municipio, sendo eles a XXV Expoagro que acontecera entre os dias 31-05 a 03-06 e a Festa das Escolas Municipais.;Academia Nutri Sport Ltda;17.759.298/0001-10;TERMINO DE PRAZO;6210
000137/2018;002000/2018;17/05/2018;Hospedagem com pernoite para os artistas e demais integrantes de sua equipe em geral, em virtude da realizacao da XXV Expoagro de Jeronimo Monteiro, a ser realizada de 31-05 a 03-06 no parque de exposicoes Lourival Lougon Moulin.;Bristol Easy Hotel Cachoeiro;25.134.591/0001-10;TERMINO DE PRAZO;5195,4
000136/2018;002623/2018;17/05/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA EM LOCACAO DE GERADORES E TRANSFORMADORES PARA OS FESTEJOS DO MUNICIPIO;Salespe Material Eletrico Ltda - EPP;07.779.506/0001-90;TERMINO DE PRAZO;15436
000135/2018;002597/2018;15/05/2018;PRESTACAO DE SERVICO DE INSERCOES DE 30 SEGUNDOS CADA, OBJETIVANDO A REALIZACAO DE DIVULGACOES DE ACOES, EVENTOS OU ATOS DA MUNICIPALIDADE.;Radio Cultura de Castelo FM LTDA;32.485.468/0001-00;TERMINO DE PRAZO;5001,22
000134/2018;002590/2018;14/05/2018;"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICOS DE ENGENHARIA CIVIL PARA DESENVOLVIMENTO DAS SEGUINTES ATIVIDADES: ELABORACAO DE PROJETOS ARQUITETONICO, ESTRUTURAL, HIDROSSANITARIO, ELETRICO DE BAIXA TENSAO, ETC; ELABORACAO DE PLANILHAS OR";Construminas Engenharia e Assessoria Ltda Me;21.676.811/0001-87;Vigente;56250
000133/2018;002579/2018;14/05/2018;LOCACAO DE MAQUINAS FOTOCOPIADORAS, OBJETIVANDO ATENDIMENTO A DEMANDA DE COPIAS DAS SECRETARIAS MUNICIPAIS.;ATO SOLUCOES EM IMPRESSAO LTDA-ME;06.229.857/0001-64;Vigente;2125
000132/2018;002498/2018;11/05/2018;PARA ATENDIMENTO AS ATIVIDADES REALIZADAS PELA SECRETARIA MUNICIPAL, conforme especificacoes contidas no Edital de Pregao Presencial nº 000001/2018.;Posto Sete Irmaos Ltda ME;03.619.662/0001-32;TERMINO DE PRAZO;71150
000131/2018;002349/2018;10/05/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA LOCACAO DE MAQUINAS FOTOCOPIADORAS, OBJETIVANDO ATENDIMENTO A DEMANDA DE COPIAS DAS SECRETARIAS MUNICIPAIS.;ATO SOLUCOES EM IMPRESSAO LTDA-ME;06.229.857/0001-64;TERMINO DE PRAZO;15630
000130/2018;001151/2018;09/05/2018;Contratacao de empresa para aquisicao de rede de protecao, incluindo instalacao, em rampa de acessibilidade do - CMEI Diva Saviatto Duarte, escola de educacao infantil deste Municipio.;J C DELPRETE EIRELI - ME;28.585.013/0001-99;TERMINO DE PRAZO;1493,13
000129/2018;002321/2018;08/05/2018;AQUISICAO DE VEICULO TIPO VAN COM PLATAFORMA ELEVATORIA PARA CADEIRANTE, PARA ATENDIMENTO DAS ATIVIDADES REALIZADAS PELO FUNDO MUNICIPAL DE SAUDE, EM CONFORMIDADE COM A EMENDA PARLAMENTAR Nº 38010003, PORTARIA Nº 1.650, DE 04/07/2017 E PORTARIA Nº 1.731 D;VCS COMERCIO CONSTRUCOES E SERVICOS EIRELI - EPP;21.700.911/0001-00;TERMINO DE PRAZO;229200
000128/2018;002325/2018;03/05/2018;CONTRATACAO DE PROFISSIONAIS DE BELEZA/CUIDADO COM A PELE E CORPO, ESPECIALIZADO EM DIVERSAS AREAS, PARA PRESTACAO DE SERVICOS EM ACAO COMUNITARIA EM EVENTOS PROMOVIDOS PELA SECRETARIA MUNICIPAL DE ASSISTENCIA  SOCIAL, NO EXERCICIO DE 2018;Damiane Azarias Pereira;***.837.207-**;TERMINO DE PRAZO;2100
000127/2018;000724/2018;03/05/2018;Contratacao de empresa - profissional para elaboracao de projetos eletricos para algumas areas dentro do Municipio de Jeronimo Monteiro - ES.;Paulo de Tarso A. de Oliveira;07.187.714/0001-08;TERMINO DE PRAZO;14000
000126/2018;001207/2018;03/05/2018;Contratacao de empresa para executar as obras de reforma do predio que abrigava a Equipe de Saude da Familia Modulo III, localizado no Bairro Parana, a rua Eva Lannes Moreira, S-N, neste Municipio, de prorpiedade de Irene Julia da Conceicao Cabral.;HIPER CONSTRUTORA LTDA - ME;17.078.216/0001-72;TERMINO DE PRAZO;12227,01
000125/2018;005434/2017;27/04/2018;CONTRATACAO DE EMPRESA PARA PRESTACAO DE SERVICOS DE CONSULTORIA E ASSESSORIA TECNICA NA AREA DA EDUCACAO PARA ORIENTACAO DE SERVIDORES NAS EXECUCOES DOS SERVICOS, PRESTACOES DE CONTAS DAS OBRAS DO PRO INFANCIA E ELABORACAO E MONITORAMENTO DO PAS (PLANO D;Martins Silva Assessoria, Consultoria e Treinament;11.201.319/0001-00;Vigente;46800
000124/2018;001953/2018;25/04/2018;AQUISICAO ESTIMADA DE APARELHO DE AR CONDICIONADO PARA ATENDER NECESSIDADES DAS SECRETARIAS MUNICIPAIS E SEUS RESPECTIVOS SETORES, NO PERIODO DE 12 MESES.;C L Costa Comercio e Servicos LTDA ME;17.884.676/0001-98;TERMINO DE PRAZO;4248
000123/2018;000878/2018;24/04/2018;Aquisicao de Servidor, atraves de adesao da Ata de Registro de Precos do Pregao Eletronico n° 34-2017, gerenciada pelo Comando da 3ª Divisao de Exercito  - CMDO 3ª DE, para substituicao imediata ao antigo servidor, visto defasagem do mesmo.;FVR Servicos e Comercio de Equipamentos EIRELI-ME;10.664.239/0001-10;TERMINO DE PRAZO;29000
000122/2018;001255/2018;20/04/2018;Contratacao de servicos de escavadeira hidraulica, atraves de adesao a Ata de Registro de Precos n° 27-2017, gerenciada pela Prefeitura Municipal de Caiana  MG, para ser utlizado pela Secretaria de Desenvolvimento Rural Sustentavel , no atendimento dos pr;Terraplanagem Estrela e Servicos Ltda;13.207.665/0001-12;TERMINO DE PRAZO;20670
000121/2018;000666/2018;20/04/2018;Aquisicao de caminhao  toco 4x2 equipado com cacamba basculante, atraves de adesao da Ata de Registro de Precos 023-2017, gerenciada pela Secretaria de Estado da Agricultura, Abastecimento, Aquicultura e Pesca, para utilizacao na Secretaria Municipal de D;Autobahn Caminhoes e Onibus Ltda;01.266.272/0001-09;TERMINO DE PRAZO;358300
000120/2018;000917/2018;20/04/2018;Aquisicao de Condicionadores de ar, atraves de adesao da Ata de Registro de Precos do Pregao Eletronico n° 10/2017 DL/DA/PROAD/UFES, gerenciada pela Universidade Federal do Espirito Santo, para instalacao imediata na Secretaria solicitante, por virtude do;Ventisol da Amazonia Industria de A Eletricos Ltda;17.417.928/0001-79;TERMINO DE PRAZO;6480
000119/2018;001495/2018;19/04/2018;AQUISICAO DE VEICULOS OKM PARA ATENDIMENTO AS NECESSIDADES DAS SECRETARIAS MUNICIPAIS, conforme especificacoes contidas no Edital de Pregao Presencial nº 000080/2017;Atlantica Automotor LTDA;21.439.992/0001-28;TERMINO DE PRAZO;52100
000118/2018;000746/2018;17/04/2018;Aquisicao de alimentacao tipo marmitex a ser fornecida aos servidores desta Municipalidade durante atividades diferenciadas, como por exemplo, acoes educativas, preventivas, multiroes, campanhas, entre outras;Restaurante e Lanchonete Vinte Ver Ltda - ME;20.714.318/0001-41;TERMINO DE PRAZO;960
000117/2018;000746/2018;17/04/2018;Aquisicao de alimentacao tipo marmitex a ser fornecida aos servidores desta Municipalidade durante atividades diferenciadas, como por exemplo, acoes educativas, preventivas, multiroes, campanhas, entre outras.;Restaurante e Lanchonete Vinte Ver Ltda - ME;20.714.318/0001-41;TERMINO DE PRAZO;2880
000116/2018;000997/2018;17/04/2018;Aquisicao de servico para conserto de pneus de veiculos pesados, considerando necessidade de reparos frente a grande rodagem da frota municipal.;L.C. De Oliveira Simoes - Me;10.564.955/0001-25;TERMINO DE PRAZO;3300
000115/2018;000398/2018;16/04/2018;CONTRATACAO DOS SERVICOS ESPECIALIZADOS ATRAVES DA LICENCA DE USO DE SISTEMA AUDATEX (SOFTWARE DE ORCAMENTACAO ELETRONICA) PARA VALIDAR, ACOMPANHAR E FISCALIZAR OS ORCAMENTOS PROVENIENTES DOS PROCESSOS DE CONCERTOS, REPAROS E AQUISICAO DE PECAS DA FROTA D;Audatex Brasil Servicos Ltda;02.144.891/0001-85;Vigente;10389,6
000114/2018;001913/2018;16/04/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA LOCACAO DE PALCO, SOM E ILUMINACAO, VISANDO ATENDER AS FESTAS E EVENTOS PROMOVIDOS POR ESTA MUNICIPALIDADE;Vix Producoes Eireli ME;13.160.524/0001-91;TERMINO DE PRAZO;12750
000113/2018;001959/2018;16/04/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA LOCACAO DE PALCO, SOM E ILUMINACAO, VISANDO ATENDER AS FESTAS E EVENTOS PROMOVIDOS POR ESTA MUNICIPALIDADE.;Rogerio M Cunha- ME;39.827.134/0001-16;TERMINO DE PRAZO;38150
000112/2018;001907/2018;12/04/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA PRESTACAO DE SERVICO DE MANUTENCAO PREVENTIVA E CORRETIVA DE PARTE ELETRICA EM VEICULOS PERTENCENTES A ESTA MUNICIPALIDADE, conforme especificacoes contidas no Edital de Pregao Presencial nº 000056/2017;Johny L. Goncalves - ME;07.714.364/0001-82;TERMINO DE PRAZO;7826
000111/2018;003658/2017;11/04/2018;CONTRATACAO DE EMPRESA ESPECIALIZADA PARA EMISSAO DE LAUDOS  REFERENTES AOS PROGRAMAS DE MEDICINA E SEGURANCA DO TRABALHO DE ACORDO COM AS NORMATIVAS TECNICAS E LEGAIS DOS SERVIDORES MUNICIPAIS DE JERONIMO MONTEIRO-ES.;Medtrab Medicina e Seguranca do Trabalho Ltda;08.114.492/0001-58;TERMINO DE PRAZO;42300
000110/2018;001666/2018;10/04/2018;Credenciamento de pessoas juridicas para Prestacao de Servico de Consulta Medica e Pequenas Cirurgias para atender aos usuarios do Sistema Unico de Saude, conforme especificacoes no Credenciamento 004/2017 FMS e seus Anexos;CLINICA DE ULTRASSONOGRAFIA DR.PEDRO NAGIBE LTDA M;02.510.585/0002-04;TERMINO DE PRAZO;80000
